pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0655487804878049	0.156068524970964	0.216542836735348	0.446040606966145	1.37226046257515	76	ENSRNOG00000015498;ENSRNOG00000019742;ENSRNOG00000033192;ENSRNOG00000047307;ENSRNOG00000024899;ENSRNOG00000023664;ENSRNOG00000003954;ENSRNOG00000013963;ENSRNOG00000000529;ENSRNOG00000050509;ENSRNOG00000002568;ENSRNOG00000028896;ENSRNOG00000028015
HALLMARK_PEROXISOME	0.0876132930513595	0.199121120571272	0.184706471207739	0.408603609323566	1.2969126514437	95	ENSRNOG00000016690;ENSRNOG00000020480;ENSRNOG00000009963;ENSRNOG00000019205;ENSRNOG00000015538;ENSRNOG00000006787;ENSRNOG00000004027;ENSRNOG00000010633;ENSRNOG00000019180;ENSRNOG00000002210;ENSRNOG00000002906;ENSRNOG00000017619;ENSRNOG00000018920;ENSRNOG00000008639;ENSRNOG00000016265;ENSRNOG00000011929;ENSRNOG00000001420;ENSRNOG00000010128;ENSRNOG00000018526;ENSRNOG00000014522;ENSRNOG00000021262;ENSRNOG00000008748;ENSRNOG00000019711;ENSRNOG00000018145;ENSRNOG00000003918
HALLMARK_APOPTOSIS	0.118243243243243	0.257050528789659	0.241339976815091	-0.322121625784674	-1.20826331672751	142	ENSRNOG00000023546;ENSRNOG00000016038;ENSRNOG00000020876;ENSRNOG00000003809;ENSRNOG00000058497;ENSRNOG00000018359;ENSRNOG00000010747;ENSRNOG00000053047;ENSRNOG00000016460;ENSRNOG00000003745;ENSRNOG00000010475;ENSRNOG00000008144;ENSRNOG00000047393;ENSRNOG00000007529;ENSRNOG00000026293;ENSRNOG00000014915;ENSRNOG00000011039;ENSRNOG00000055756;ENSRNOG00000014090;ENSRNOG00000048812;ENSRNOG00000003546;ENSRNOG00000019638;ENSRNOG00000012568;ENSRNOG00000003147;ENSRNOG00000004575;ENSRNOG00000006789;ENSRNOG00000046996;ENSRNOG00000054561;ENSRNOG00000012439;ENSRNOG00000002879;ENSRNOG00000018461;ENSRNOG00000012944;ENSRNOG00000006997;ENSRNOG00000020918;ENSRNOG00000037957
HALLMARK_KRAS_SIGNALING_DN	0.13049853372434	0.271871945259042	0.14641623786055	0.372553855499887	1.21469109043933	116	ENSRNOG00000057072;ENSRNOG00000016957;ENSRNOG00000017689;ENSRNOG00000017882;ENSRNOG00000047307;ENSRNOG00000022753;ENSRNOG00000000281;ENSRNOG00000024751;ENSRNOG00000018480;ENSRNOG00000012663;ENSRNOG00000029980;ENSRNOG00000016827;ENSRNOG00000011719;ENSRNOG00000000065;ENSRNOG00000012819;ENSRNOG00000014753;ENSRNOG00000016818;ENSRNOG00000058739;ENSRNOG00000025959;ENSRNOG00000029264
HALLMARK_ALLOGRAFT_REJECTION	0.208571428571429	0.336405529953917	0.110564716336619	0.332581934792448	1.13546393842196	162	ENSRNOG00000011893;ENSRNOG00000004332;ENSRNOG00000014368;ENSRNOG00000016451;ENSRNOG00000020679;ENSRNOG00000011406;ENSRNOG00000024899;ENSRNOG00000004616;ENSRNOG00000016325;ENSRNOG00000003954;ENSRNOG00000006860;ENSRNOG00000010208;ENSRNOG00000046452;ENSRNOG00000014320;ENSRNOG00000002568;ENSRNOG00000049115;ENSRNOG00000028015;ENSRNOG00000060237;ENSRNOG00000007012;ENSRNOG00000051235;ENSRNOG00000054890;ENSRNOG00000000451;ENSRNOG00000026716;ENSRNOG00000016069;ENSRNOG00000016459;ENSRNOG00000050841;ENSRNOG00000000455;ENSRNOG00000038881;ENSRNOG00000010117;ENSRNOG00000010906;ENSRNOG00000000655;ENSRNOG00000054371;ENSRNOG00000009848;ENSRNOG00000038722;ENSRNOG00000009389;ENSRNOG00000010283;ENSRNOG00000023030;ENSRNOG00000037897;ENSRNOG00000031058;ENSRNOG00000058053;ENSRNOG00000060246;ENSRNOG00000002418;ENSRNOG00000028996;ENSRNOG00000017539;ENSRNOG00000015994
HALLMARK_COMPLEMENT	0.207520891364903	0.336405529953917	0.109250039480711	0.330440578043732	1.1366403936189	167	ENSRNOG00000011483;ENSRNOG00000006280;ENSRNOG00000004125;ENSRNOG00000011913;ENSRNOG00000057855;ENSRNOG00000025053;ENSRNOG00000004823;ENSRNOG00000051061;ENSRNOG00000010331;ENSRNOG00000056219;ENSRNOG00000016325;ENSRNOG00000014371;ENSRNOG00000008048;ENSRNOG00000010947;ENSRNOG00000018566;ENSRNOG00000046834;ENSRNOG00000017231;ENSRNOG00000007457;ENSRNOG00000017223;ENSRNOG00000030187;ENSRNOG00000001414;ENSRNOG00000011971;ENSRNOG00000014288;ENSRNOG00000000529;ENSRNOG00000010208;ENSRNOG00000011800;ENSRNOG00000061544;ENSRNOG00000033386;ENSRNOG00000033444;ENSRNOG00000051235
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.172752808988764	0.336405529953917	0.122107920287081	0.33919764739145	1.16578746090223	168	ENSRNOG00000014333;ENSRNOG00000016957;ENSRNOG00000010890;ENSRNOG00000002215;ENSRNOG00000004821;ENSRNOG00000003897;ENSRNOG00000015036;ENSRNOG00000025053;ENSRNOG00000047699;ENSRNOG00000003649;ENSRNOG00000014297;ENSRNOG00000020246;ENSRNOG00000010947;ENSRNOG00000015505;ENSRNOG00000016731;ENSRNOG00000048472;ENSRNOG00000017628;ENSRNOG00000001414;ENSRNOG00000058039;ENSRNOG00000014288;ENSRNOG00000006197;ENSRNOG00000010208;ENSRNOG00000005695;ENSRNOG00000014320;ENSRNOG00000014426;ENSRNOG00000004554;ENSRNOG00000054890;ENSRNOG00000001254;ENSRNOG00000026053;ENSRNOG00000002093;ENSRNOG00000006060;ENSRNOG00000057620;ENSRNOG00000023148;ENSRNOG00000017392;ENSRNOG00000016831;ENSRNOG00000050539;ENSRNOG00000049517;ENSRNOG00000013481;ENSRNOG00000058645;ENSRNOG00000007338
HALLMARK_ESTROGEN_RESPONSE_LATE	0.197478991596639	0.336405529953917	0.112843355675562	0.332448565083136	1.14230350700296	166	ENSRNOG00000029543;ENSRNOG00000015498;ENSRNOG00000005108;ENSRNOG00000011483;ENSRNOG00000058271;ENSRNOG00000002232;ENSRNOG00000015076;ENSRNOG00000055446;ENSRNOG00000000096;ENSRNOG00000007378;ENSRNOG00000031367;ENSRNOG00000005248;ENSRNOG00000043387;ENSRNOG00000029510;ENSRNOG00000013963;ENSRNOG00000049075;ENSRNOG00000012658;ENSRNOG00000017766;ENSRNOG00000009712;ENSRNOG00000022523;ENSRNOG00000011068;ENSRNOG00000014751;ENSRNOG00000057557;ENSRNOG00000004834;ENSRNOG00000022274;ENSRNOG00000020776;ENSRNOG00000018611;ENSRNOG00000016818;ENSRNOG00000009862;ENSRNOG00000010298;ENSRNOG00000010128;ENSRNOG00000000981;ENSRNOG00000021206
HALLMARK_MYC_TARGETS_V2	0.207119741100324	0.336405529953917	0.119348440591015	0.409095951182781	1.20057160440919	57	ENSRNOG00000007506;ENSRNOG00000015236;ENSRNOG00000048495;ENSRNOG00000004616;ENSRNOG00000001232;ENSRNOG00000052477;ENSRNOG00000046799;ENSRNOG00000008936;ENSRNOG00000018704;ENSRNOG00000014525
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.191458026509573	0.336405529953917	0.118287526124085	0.358891272306005	1.16341244561068	106	ENSRNOG00000005108;ENSRNOG00000020266;ENSRNOG00000024632;ENSRNOG00000007546;ENSRNOG00000055365;ENSRNOG00000018774;ENSRNOG00000001815;ENSRNOG00000042482;ENSRNOG00000012106;ENSRNOG00000004616;ENSRNOG00000005248;ENSRNOG00000017460;ENSRNOG00000010048;ENSRNOG00000026963;ENSRNOG00000018704;ENSRNOG00000007088;ENSRNOG00000014616;ENSRNOG00000010298;ENSRNOG00000057078;ENSRNOG00000017466;ENSRNOG00000018796
HALLMARK_XENOBIOTIC_METABOLISM	0.175656984785616	0.336405529953917	0.119887845115423	0.331046595493753	1.14997134474607	189	ENSRNOG00000019573;ENSRNOG00000019372;ENSRNOG00000002948;ENSRNOG00000038331;ENSRNOG00000001806;ENSRNOG00000012458;ENSRNOG00000017381;ENSRNOG00000024128;ENSRNOG00000017777;ENSRNOG00000015538;ENSRNOG00000004027;ENSRNOG00000013547;ENSRNOG00000001442;ENSRNOG00000043098;ENSRNOG00000017188;ENSRNOG00000046357;ENSRNOG00000009572;ENSRNOG00000010716;ENSRNOG00000007378;ENSRNOG00000031367;ENSRNOG00000032959;ENSRNOG00000042084;ENSRNOG00000019630;ENSRNOG00000008638;ENSRNOG00000012436;ENSRNOG00000019500;ENSRNOG00000015438;ENSRNOG00000011068;ENSRNOG00000017223;ENSRNOG00000001414;ENSRNOG00000031004;ENSRNOG00000004972;ENSRNOG00000015385;ENSRNOG00000038258;ENSRNOG00000016173;ENSRNOG00000019651;ENSRNOG00000014876;ENSRNOG00000033386;ENSRNOG00000033444;ENSRNOG00000003620;ENSRNOG00000015518;ENSRNOG00000013223;ENSRNOG00000051235;ENSRNOG00000011612
HALLMARK_APICAL_JUNCTION	0.230876216968011	0.344322344322344	0.102449405629826	0.324104635178808	1.1181608530299	173	ENSRNOG00000014333;ENSRNOG00000008829;ENSRNOG00000010890;ENSRNOG00000004332;ENSRNOG00000029401;ENSRNOG00000013376;ENSRNOG00000025143;ENSRNOG00000020679;ENSRNOG00000006859;ENSRNOG00000008526;ENSRNOG00000000513;ENSRNOG00000020246;ENSRNOG00000019689;ENSRNOG00000060410;ENSRNOG00000006975;ENSRNOG00000007281;ENSRNOG00000017231;ENSRNOG00000010771;ENSRNOG00000003365;ENSRNOG00000008788;ENSRNOG00000004763;ENSRNOG00000057794;ENSRNOG00000004276;ENSRNOG00000020129;ENSRNOG00000005580;ENSRNOG00000020723;ENSRNOG00000016112;ENSRNOG00000010765;ENSRNOG00000018145;ENSRNOG00000013481;ENSRNOG00000000145;ENSRNOG00000059903;ENSRNOG00000000655;ENSRNOG00000019745;ENSRNOG00000020263;ENSRNOG00000014353;ENSRNOG00000020151
HALLMARK_HEDGEHOG_SIGNALING	0.241025641025641	0.344322344322344	0.112843355675562	0.451660888078281	1.17539159343561	30	ENSRNOG00000005882;ENSRNOG00000047307;ENSRNOG00000007345;ENSRNOG00000018468;ENSRNOG00000017223;ENSRNOG00000014963;ENSRNOG00000050841;ENSRNOG00000013364;ENSRNOG00000004794
HALLMARK_HEME_METABOLISM	0.221757322175732	0.344322344322344	0.105125131597001	0.325910456881823	1.12334810862363	174	ENSRNOG00000036837;ENSRNOG00000019372;ENSRNOG00000009797;ENSRNOG00000027089;ENSRNOG00000007546;ENSRNOG00000004245;ENSRNOG00000026842;ENSRNOG00000009280;ENSRNOG00000047023;ENSRNOG00000010331;ENSRNOG00000014182;ENSRNOG00000001261;ENSRNOG00000046834;ENSRNOG00000020951;ENSRNOG00000018241;ENSRNOG00000000299;ENSRNOG00000009094;ENSRNOG00000010037;ENSRNOG00000000335;ENSRNOG00000014876;ENSRNOG00000004749;ENSRNOG00000001766;ENSRNOG00000017983;ENSRNOG00000047158;ENSRNOG00000018326;ENSRNOG00000046195;ENSRNOG00000001582;ENSRNOG00000057620;ENSRNOG00000004206;ENSRNOG00000051151;ENSRNOG00000036659
HALLMARK_UV_RESPONSE_UP	0.236051502145923	0.344322344322344	0.102821842840815	0.335861153709784	1.11838007137263	140	ENSRNOG00000016957;ENSRNOG00000009797;ENSRNOG00000019342;ENSRNOG00000004125;ENSRNOG00000015667;ENSRNOG00000013547;ENSRNOG00000007546;ENSRNOG00000060793;ENSRNOG00000020679;ENSRNOG00000052564;ENSRNOG00000010947;ENSRNOG00000013963;ENSRNOG00000018566;ENSRNOG00000012616;ENSRNOG00000012658;ENSRNOG00000019500;ENSRNOG00000014751;ENSRNOG00000004284;ENSRNOG00000008095;ENSRNOG00000028711;ENSRNOG00000031420;ENSRNOG00000010760;ENSRNOG00000001766;ENSRNOG00000009862
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.277945619335347	0.386035582410205	0.096240602328129	0.35044949151036	1.11203269558466	97	ENSRNOG00000020284;ENSRNOG00000004332;ENSRNOG00000007706;ENSRNOG00000029028;ENSRNOG00000003821;ENSRNOG00000007319;ENSRNOG00000020829;ENSRNOG00000003954;ENSRNOG00000002079;ENSRNOG00000034013;ENSRNOG00000004810;ENSRNOG00000032150;ENSRNOG00000026963;ENSRNOG00000000521
HALLMARK_APICAL_SURFACE	0.352216748768473	0.463443090484833	0.111918316325105	-0.354342725620585	-1.06801404744694	40	ENSRNOG00000023546;ENSRNOG00000034177;ENSRNOG00000024952;ENSRNOG00000003121;ENSRNOG00000031136;ENSRNOG00000007990;ENSRNOG00000003013
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.346715328467153	0.463443090484833	0.141225119642531	-0.268512357933112	-1.02961622590407	181	ENSRNOG00000010165;ENSRNOG00000030467;ENSRNOG00000037371;ENSRNOG00000007927;ENSRNOG00000014294;ENSRNOG00000019353;ENSRNOG00000019246;ENSRNOG00000036673;ENSRNOG00000022242;ENSRNOG00000010475;ENSRNOG00000019128;ENSRNOG00000006227;ENSRNOG00000023969;ENSRNOG00000008144;ENSRNOG00000003289;ENSRNOG00000001187;ENSRNOG00000019387;ENSRNOG00000020678;ENSRNOG00000031081;ENSRNOG00000001963;ENSRNOG00000011039;ENSRNOG00000049994;ENSRNOG00000003217;ENSRNOG00000018247;ENSRNOG00000008194;ENSRNOG00000008196;ENSRNOG00000002341;ENSRNOG00000061070;ENSRNOG00000005905;ENSRNOG00000022218;ENSRNOG00000037198;ENSRNOG00000012748;ENSRNOG00000006384;ENSRNOG00000006418;ENSRNOG00000002794;ENSRNOG00000022298;ENSRNOG00000019041;ENSRNOG00000020744;ENSRNOG00000004359;ENSRNOG00000000704;ENSRNOG00000001959;ENSRNOG00000054561;ENSRNOG00000017414;ENSRNOG00000059900;ENSRNOG00000049920;ENSRNOG00000029658;ENSRNOG00000007690;ENSRNOG00000010301
HALLMARK_IL2_STAT5_SIGNALING	0.421052631578947	0.528107845181016	0.069119845655101	0.296322993794068	1.02466768025086	171	ENSRNOG00000029543;ENSRNOG00000001300;ENSRNOG00000017777;ENSRNOG00000004342;ENSRNOG00000005424;ENSRNOG00000003917;ENSRNOG00000025079;ENSRNOG00000008048;ENSRNOG00000057569;ENSRNOG00000004249;ENSRNOG00000012881;ENSRNOG00000009980;ENSRNOG00000027024;ENSRNOG00000000529;ENSRNOG00000031163;ENSRNOG00000023781;ENSRNOG00000011348;ENSRNOG00000025587;ENSRNOG00000002568;ENSRNOG00000050968;ENSRNOG00000013223;ENSRNOG00000008965;ENSRNOG00000010298;ENSRNOG00000002540;ENSRNOG00000002783
HALLMARK_PANCREAS_BETA_CELLS	0.432242990654206	0.528107845181016	0.0959206777921745	-0.383672878612033	-1.01625636195015	21	ENSRNOG00000021130;ENSRNOG00000016628;ENSRNOG00000011029;ENSRNOG00000001183
HALLMARK_UV_RESPONSE_DN	0.433048433048433	0.528107845181016	0.069119845655101	0.304264388439028	1.01252399278103	139	ENSRNOG00000003897;ENSRNOG00000059510;ENSRNOG00000008116;ENSRNOG00000038047;ENSRNOG00000047699;ENSRNOG00000016866;ENSRNOG00000006859;ENSRNOG00000000513;ENSRNOG00000009446;ENSRNOG00000021027;ENSRNOG00000013305;ENSRNOG00000021962;ENSRNOG00000004893;ENSRNOG00000001414;ENSRNOG00000018960;ENSRNOG00000049780;ENSRNOG00000011800;ENSRNOG00000005985;ENSRNOG00000033119;ENSRNOG00000017206;ENSRNOG00000001706;ENSRNOG00000052745;ENSRNOG00000011700;ENSRNOG00000009795;ENSRNOG00000002093;ENSRNOG00000000596;ENSRNOG00000020723;ENSRNOG00000023148;ENSRNOG00000021240;ENSRNOG00000050539;ENSRNOG00000017613;ENSRNOG00000000145;ENSRNOG00000008628;ENSRNOG00000052707;ENSRNOG00000009946;ENSRNOG00000005039;ENSRNOG00000004711;ENSRNOG00000009928;ENSRNOG00000056703;ENSRNOG00000013498
HALLMARK_KRAS_SIGNALING_UP	0.486754966887417	0.579470198675497	0.110122263835536	-0.258417179963402	-0.992236046213411	162	ENSRNOG00000007237;ENSRNOG00000006779;ENSRNOG00000007197;ENSRNOG00000021102;ENSRNOG00000030724;ENSRNOG00000020938;ENSRNOG00000006019;ENSRNOG00000050742;ENSRNOG00000029939;ENSRNOG00000012209;ENSRNOG00000009325;ENSRNOG00000016571;ENSRNOG00000012302;ENSRNOG00000004181;ENSRNOG00000060694;ENSRNOG00000004405;ENSRNOG00000004806;ENSRNOG00000016575;ENSRNOG00000024849;ENSRNOG00000022781;ENSRNOG00000055281;ENSRNOG00000011603;ENSRNOG00000010098
HALLMARK_INFLAMMATORY_RESPONSE	0.514005602240896	0.597680932838252	0.059989249649033	0.285428333401516	0.980740543010097	166	ENSRNOG00000001300;ENSRNOG00000033192;ENSRNOG00000004342;ENSRNOG00000003134;ENSRNOG00000009754;ENSRNOG00000020679;ENSRNOG00000010665;ENSRNOG00000056219;ENSRNOG00000010947;ENSRNOG00000013305;ENSRNOG00000007647;ENSRNOG00000001414;ENSRNOG00000027024;ENSRNOG00000049780;ENSRNOG00000050509;ENSRNOG00000010208;ENSRNOG00000011800;ENSRNOG00000014320;ENSRNOG00000000521;ENSRNOG00000050968;ENSRNOG00000014961;ENSRNOG00000000774;ENSRNOG00000025959;ENSRNOG00000005479;ENSRNOG00000062002;ENSRNOG00000052745;ENSRNOG00000006319;ENSRNOG00000007091;ENSRNOG00000017819;ENSRNOG00000010906;ENSRNOG00000027030;ENSRNOG00000033234
HALLMARK_GLYCOLYSIS	0.539310344827586	0.612852664576803	0.0570059526582387	0.278046757007004	0.965061863173183	184	ENSRNOG00000000165;ENSRNOG00000011361;ENSRNOG00000019372;ENSRNOG00000004332;ENSRNOG00000017097;ENSRNOG00000008103;ENSRNOG00000004027;ENSRNOG00000002378;ENSRNOG00000001825;ENSRNOG00000024886;ENSRNOG00000003649;ENSRNOG00000008694;ENSRNOG00000016356;ENSRNOG00000009712;ENSRNOG00000052506;ENSRNOG00000015588;ENSRNOG00000015502;ENSRNOG00000004554;ENSRNOG00000012549;ENSRNOG00000010466;ENSRNOG00000057078;ENSRNOG00000036677;ENSRNOG00000018326;ENSRNOG00000052745
HALLMARK_HYPOXIA	0.562043795620438	0.624493106244931	0.107140237276725	-0.2519098525187	-0.965720249915135	178	ENSRNOG00000012956;ENSRNOG00000008079;ENSRNOG00000012794;ENSRNOG00000010252;ENSRNOG00000014350;ENSRNOG00000020573;ENSRNOG00000020938;ENSRNOG00000008015;ENSRNOG00000003745;ENSRNOG00000027491;ENSRNOG00000013577;ENSRNOG00000013572;ENSRNOG00000031031;ENSRNOG00000017597;ENSRNOG00000026293;ENSRNOG00000007331;ENSRNOG00000018911;ENSRNOG00000021125;ENSRNOG00000007814;ENSRNOG00000027145;ENSRNOG00000003013;ENSRNOG00000004078;ENSRNOG00000016885;ENSRNOG00000013911;ENSRNOG00000061367;ENSRNOG00000014096;ENSRNOG00000013703;ENSRNOG00000019598;ENSRNOG00000015075;ENSRNOG00000002255;ENSRNOG00000004936;ENSRNOG00000021009;ENSRNOG00000018494;ENSRNOG00000013742;ENSRNOG00000011927;ENSRNOG00000006789;ENSRNOG00000010258;ENSRNOG00000054561;ENSRNOG00000006359
HALLMARK_SPERMATOGENESIS	0.62089552238806	0.674886437378326	0.0891647117820678	-0.262603869581184	-0.922549052664628	86	ENSRNOG00000032300;ENSRNOG00000000632;ENSRNOG00000019693;ENSRNOG00000004487;ENSRNOG00000019100;ENSRNOG00000027447;ENSRNOG00000032778;ENSRNOG00000001130;ENSRNOG00000008892;ENSRNOG00000004479;ENSRNOG00000009789;ENSRNOG00000006048;ENSRNOG00000007270;ENSRNOG00000050482;ENSRNOG00000020797;ENSRNOG00000031707;ENSRNOG00000018250;ENSRNOG00000009785;ENSRNOG00000021009;ENSRNOG00000019757;ENSRNOG00000001816
HALLMARK_DNA_REPAIR	0.764309764309764	0.796156004489338	0.0843144320642653	-0.235184697099592	-0.881991808578504	141	ENSRNOG00000001457;ENSRNOG00000000420;ENSRNOG00000001088;ENSRNOG00000018411;ENSRNOG00000022812;ENSRNOG00000013445;ENSRNOG00000001086;ENSRNOG00000048288;ENSRNOG00000010408;ENSRNOG00000001797;ENSRNOG00000055756;ENSRNOG00000012360;ENSRNOG00000002928;ENSRNOG00000036687;ENSRNOG00000005905;ENSRNOG00000012853;ENSRNOG00000021264;ENSRNOG00000009377;ENSRNOG00000011617;ENSRNOG00000014071;ENSRNOG00000047874;ENSRNOG00000018765;ENSRNOG00000013005;ENSRNOG00000001816;ENSRNOG00000003150;ENSRNOG00000009683;ENSRNOG00000020906;ENSRNOG00000001430;ENSRNOG00000007690;ENSRNOG00000010156;ENSRNOG00000010902
HALLMARK_PROTEIN_SECRETION	0.760233918128655	0.796156004489338	0.0770736734944102	-0.246569705382199	-0.873375364448827	94	ENSRNOG00000007650;ENSRNOG00000008372;ENSRNOG00000011513;ENSRNOG00000003829;ENSRNOG00000016496;ENSRNOG00000018228;ENSRNOG00000047393;ENSRNOG00000010624;ENSRNOG00000015865;ENSRNOG00000057713;ENSRNOG00000005281;ENSRNOG00000061367;ENSRNOG00000031085;ENSRNOG00000001494;ENSRNOG00000005762;ENSRNOG00000018901;ENSRNOG00000018673
HALLMARK_ANGIOGENESIS	0.811447811447811	0.828007970865114	0.0473534245254193	0.285555374729268	0.764699046074697	34	ENSRNOG00000056219;ENSRNOG00000009005;ENSRNOG00000010208;ENSRNOG00000013395;ENSRNOG00000008394;ENSRNOG00000028015
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.911764705882353	0.911764705882353	0.0593487680335629	-0.237580662858607	-0.695363195898931	34	ENSRNOG00000059984;ENSRNOG00000060694;ENSRNOG00000020905;ENSRNOG00000024429
