category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0008610	9.00317041459134e-11	1	23	618	lipid biosynthetic process	BP	2.06865846616065e-06	1
GO:0044283	1.86142618663649e-10	0.999999999976693	21	534	small molecule biosynthetic process	BP	2.13849947451734e-06	1
GO:0044281	8.85834495318894e-10	0.999999999791649	36	1667	small molecule metabolic process	BP	6.78460639964741e-06	1
GO:0008202	5.84260693431941e-09	0.999999999322472	15	311	steroid metabolic process	BP	3.12774180877461e-05	1
GO:0016126	6.8062449596871e-09	0.99999999975103	8	56	sterol biosynthetic process	BP	3.12774180877461e-05	1
GO:0006629	1.10419174025088e-08	0.999999997325341	30	1309	lipid metabolic process	BP	3.93109248740265e-05	1
GO:1901617	1.19761706975752e-08	0.999999998789345	13	223	organic hydroxy compound biosynthetic process	BP	3.93109248740265e-05	1
GO:0006694	1.57039892324217e-08	0.999999998759715	11	157	steroid biosynthetic process	BP	4.51038200741691e-05	1
GO:1901615	5.29166010317992e-08	0.999999990945162	18	524	organic hydroxy compound metabolic process	BP	0.000127548511638422	1
GO:0016491	5.55113860114123e-08	0.999999989418197	20	685	oxidoreductase activity	MF	0.000127548511638422	1
GO:0046165	7.5741579262686e-08	0.999999993985921	10	134	alcohol biosynthetic process	BP	0.000158210387883522	1
GO:0006695	9.99181124419471e-08	0.999999996095429	7	52	cholesterol biosynthetic process	BP	0.000176601420736817	1
GO:1902653	9.99181124419471e-08	0.999999996095429	7	52	secondary alcohol biosynthetic process	BP	0.000176601420736817	1
GO:0006066	2.44436305288352e-07	0.999999964421932	14	341	alcohol metabolic process	BP	0.000401172356186462	1
GO:0038183	3.06670575826837e-07	0.999999994538152	5	19	bile acid signaling pathway	BP	0.000469757988051549	1
GO:0008203	4.98321084563992e-07	0.999999958646699	9	130	cholesterol metabolic process	BP	0.000715620222501678	1
GO:0016125	7.5385188818749e-07	0.999999934070412	9	137	sterol metabolic process	BP	0.00101889734322847	1
GO:0022804	9.46155336825231e-07	0.999999845137867	14	363	active transmembrane transporter activity	MF	0.00114900546762321	1
GO:0010033	9.50128558334032e-07	0.999999645672252	49	3612	response to organic substance	BP	0.00114900546762321	1
GO:1902652	1.16549072738692e-06	0.999999892311425	9	143	secondary alcohol metabolic process	BP	0.00133897402215847	1
GO:0042221	1.31140689311978e-06	0.999999485473276	58	4832	response to chemical	BP	0.00143486648491492	1
GO:0044255	1.65026423480061e-06	0.999999576461625	22	961	cellular lipid metabolic process	BP	0.00172355096922789	1
GO:0014070	1.73283546186847e-06	0.999999489522901	27	1403	response to organic cyclic compound	BP	0.0017311026264066	1
GO:0055090	5.08682460406265e-06	0.999999821442464	5	37	acylglycerol homeostasis	BP	0.0046751987571019	1
GO:0070328	5.08682460406265e-06	0.999999821442464	5	37	triglyceride homeostasis	BP	0.0046751987571019	1
GO:0031667	5.58872245287634e-06	0.999998658280157	18	732	response to nutrient levels	BP	0.00493892599229768	1
GO:0009410	6.67458077546232e-06	0.999998448710198	17	675	response to xenobiotic stimulus	BP	0.00568006823991843	1
GO:1901700	9.37014023417612e-06	0.999996598089913	34	2272	response to oxygen-containing compound	BP	0.00768920400573803	1
GO:0009991	9.85942585949072e-06	0.999997527878782	18	763	response to extracellular stimulus	BP	0.00781172510253511	1
GO:0097305	1.47907854664357e-05	0.999997100795166	13	466	response to alcohol	BP	0.0113282625887431	1
GO:0035634	1.65402781893758e-05	0.999999584358799	4	23	response to stilbenoid	BP	0.0122595474824932	1
GO:0043434	3.42576134063449e-05	0.999991751394635	15	592	response to peptide hormone	BP	0.0245980369761746	1
GO:0006820	3.97295883915824e-05	0.999990847645808	14	510	anion transport	BP	0.02766262886283	1
GO:1901652	5.19050889587738e-05	0.999986361417511	16	688	response to peptide	BP	0.0343020430602911	1
GO:0015399	5.22510121908947e-05	0.999994372276977	7	133	primary active transmembrane transporter activity	MF	0.0343020430602911	1
GO:0009605	5.40056664735821e-05	0.999977591842214	38	2928	response to external stimulus	BP	0.0344691166267638	1
GO:0006817	6.90875394871921e-05	0.999997428417591	4	28	phosphate ion transport	BP	0.0386124501830558	1
GO:0010243	7.09867102029637e-05	0.999975351743003	24	1430	response to organonitrogen compound	BP	0.0386124501830558	1
GO:0010949	7.2119319994221e-05	1	2	2	negative regulation of intestinal phytosterol absorption	BP	0.0386124501830558	1
GO:0045796	7.2119319994221e-05	1	2	2	negative regulation of intestinal cholesterol absorption	BP	0.0386124501830558	1
GO:0060752	7.2119319994221e-05	1	2	2	intestinal phytosterol absorption	BP	0.0386124501830558	1
GO:1904730	7.2119319994221e-05	1	2	2	negative regulation of intestinal lipid absorption	BP	0.0386124501830558	1
GO:0071466	7.22607545750707e-05	0.999990121558156	8	189	cellular response to xenobiotic stimulus	BP	0.0386124501830558	1
GO:0008299	8.00394648997113e-05	0.999996873335003	4	31	isoprenoid biosynthetic process	BP	0.0417969723863788	1
GO:0007584	8.85169841379971e-05	0.999983836388497	10	304	response to nutrient	BP	0.0451626091691267	1
GO:0022857	9.04156339722256e-05	0.999971141644149	20	1015	transmembrane transporter activity	MF	0.0451626091691267	1
GO:0032787	0.000102692705389206	0.99997405200627	14	600	monocarboxylic acid metabolic process	BP	0.0500328122576421	1
GO:0022853	0.000104520824666702	0.999982645045357	9	236	active ion transmembrane transporter activity	MF	0.0500328122576421	1
GO:0016705	0.00012312860209086	0.999981793672169	8	197	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF	0.057737263066157	1
GO:0042594	0.00014498144451518	0.99997481573548	9	254	response to starvation	BP	0.0666247730125059	1
GO:0006579	0.000154875069179008	0.999999631108671	2	3	amino-acid betaine catabolic process	BP	0.0692500308878263	1
GO:0016616	0.000157172272116396	0.999983748576383	6	118	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF	0.0692500308878263	1
GO:0006091	0.000159735894026844	0.999965528406847	11	438	generation of precursor metabolites and energy	BP	0.0692500308878263	1
GO:1901698	0.000170155620864106	0.999937221916475	24	1513	response to nitrogen compound	BP	0.0724012166776772	1
GO:0055088	0.00018143842711747	0.999975952022368	7	168	lipid homeostasis	BP	0.0757983770886931	1
GO:0046394	0.000191418318339288	0.999965411449514	9	287	carboxylic acid biosynthetic process	BP	0.0785396196514609	1
GO:0019752	0.000198472231831571	0.999938823967024	17	881	carboxylic acid metabolic process	BP	0.0797397129446007	1
GO:0016053	0.000201284038420457	0.999963376361945	9	289	organic acid biosynthetic process	BP	0.0797397129446007	1
GO:0043190	0.000220442149402883	0.999999372686486	2	3	ATP-binding cassette (ABC) transporter complex	CC	0.0858491401157634	1
GO:0043436	0.000239270600881038	0.999925022239009	17	895	oxoacid metabolic process	BP	0.0916286766073935	1
GO:0070723	0.000243436083872555	0.999987012676368	4	40	response to cholesterol	BP	0.0916955885104869	1
GO:0016614	0.000249273276807287	0.99997185878257	6	127	oxidoreductase activity, acting on CH-OH group of donors	MF	0.092379872277436	1
GO:0070887	0.000261281902622847	0.999880160699962	40	3320	cellular response to chemical stimulus	BP	0.0952932424851611	1
GO:0006082	0.000282006345865394	0.999910331729346	17	907	organic acid metabolic process	BP	0.101113123807692	1
GO:0005215	0.000286040520846932	0.999900036972003	20	1107	transporter activity	MF	0.101113123807692	1
GO:0006575	0.000311447776808302	0.99995476729169	7	187	cellular modified amino acid metabolic process	BP	0.108426296480672	1
GO:0016709	0.000327202057389953	0.99998100873751	4	44	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MF	0.112210771233566	1
GO:0004497	0.000342365918401059	0.999958994300558	6	125	monooxygenase activity	MF	0.115684436869134	1
GO:0004364	0.00034957168975835	0.999989517138574	3	28	glutathione transferase activity	MF	0.115841758671525	1
GO:0036314	0.000352914789006692	0.999979073399381	4	45	response to sterol	BP	0.115841758671525	1
GO:1904479	0.000384222791415545	0.999997626297709	2	5	negative regulation of intestinal absorption	BP	0.124342071526127	1
GO:0045471	0.000413849056343204	0.999926359623734	8	258	response to ethanol	BP	0.132069580105525	1
GO:0072330	0.000456563375686269	0.999929244869587	7	197	monocarboxylic acid biosynthetic process	BP	0.143350722158346	1
GO:0098533	0.000461677043988231	0.999985259124728	3	20	ATPase dependent transmembrane transport complex	CC	0.143350722158346	1
GO:0046942	0.000497909223877263	0.99989733223542	9	300	carboxylic acid transport	BP	0.152539469827038	1
GO:0042632	0.000546130723339724	0.999945202958551	5	97	cholesterol homeostasis	BP	0.165111126712853	1
GO:0055092	0.00057997165947651	0.99994101073048	5	98	sterol homeostasis	BP	0.171605804878107	1
GO:0015711	0.000586179734934317	0.999863758259613	10	373	organic anion transport	BP	0.171605804878107	1
GO:0016765	0.00059001865279934	0.999959271135618	4	61	transferase activity, transferring alkyl or aryl (other than methyl) groups	MF	0.171605804878107	1
GO:1903412	0.000606433197256744	0.999994866209685	2	6	response to bile acid	BP	0.174175194667103	1
GO:0031090	0.0006304806733896	0.999709408460755	34	2685	organelle membrane	CC	0.17758002385642	1
GO:0015453	0.000633745134535686	0.999976307704487	3	35	oxidoreduction-driven active transmembrane transporter activity	MF	0.17758002385642	1
GO:0006006	0.000653977509744555	0.999892269716378	7	201	glucose metabolic process	BP	0.181041460739767	1
GO:0008324	0.000699922064461343	0.999795894475485	13	588	cation transmembrane transporter activity	MF	0.186989263603417	1
GO:0015293	0.000705098304070474	0.999903016585063	6	130	symporter activity	MF	0.186989263603417	1
GO:0006631	0.00070704147246103	0.999831430593085	10	407	fatty acid metabolic process	BP	0.186989263603417	1
GO:0042178	0.000708015229729611	0.99997309052183	3	26	xenobiotic catabolic process	BP	0.186989263603417	1
GO:0140359	0.00073797867313224	0.999946588454536	4	47	ABC-type transporter activity	MF	0.192687908779085	1
GO:0042593	0.000787734597392767	0.999826483012743	9	337	glucose homeostasis	BP	0.201813382212692	1
GO:1901505	0.000807150831839161	0.999939676849995	4	55	carbohydrate derivative transmembrane transporter activity	MF	0.201813382212692	1
GO:0098754	0.000807940615770439	0.999910906779651	5	130	detoxification	BP	0.201813382212692	1
GO:0033500	0.000808061590441208	0.999821354529864	9	338	carbohydrate homeostasis	BP	0.201813382212692	1
GO:0032682	0.000862622937450048	0.999964676628248	3	28	negative regulation of chemokine production	BP	0.211595259610931	1
GO:0006749	0.000865646272508486	0.999933455795133	4	69	glutathione metabolic process	BP	0.211595259610931	1
GO:0046628	0.000914115890582935	0.999962171408948	3	25	positive regulation of insulin receptor signaling pathway	BP	0.218994322693636	1
GO:0009725	0.00091497823817683	0.99965661102198	19	1177	response to hormone	BP	0.218994322693636	1
GO:0006720	0.000945347543257075	0.999892594522929	5	105	isoprenoid metabolic process	BP	0.22393041754039	1
GO:0015075	0.000994878967646604	0.999669601675997	15	769	ion transmembrane transporter activity	MF	0.233258510608327	1
GO:1904486	0.00101262421362938	0.999988885347866	2	6	response to 17alpha-ethynylestradiol	BP	0.235020874308709	1
GO:0019866	0.00106394457415272	0.999754863288634	9	409	organelle inner membrane	CC	0.244462544803071	1
GO:0043168	0.00109483314829372	0.999497278321867	30	2172	anion binding	MF	0.24906912127074	1
GO:0015294	0.00112909219440732	0.999866883977122	5	95	solute:cation symporter activity	MF	0.254048176668654	1
GO:0022890	0.00113883284140102	0.999668018893419	12	543	inorganic cation transmembrane transporter activity	MF	0.254048176668654	1
GO:0044272	0.00115505926523969	0.999862696420918	5	106	sulfur compound biosynthetic process	BP	0.25519035324435	1
GO:0003824	0.00117751304239027	0.99937893669152	54	5051	catalytic activity	MF	0.257673496904774	1
GO:0062012	0.00120201716954681	0.999718470811587	9	366	regulation of small molecule metabolic process	BP	0.259639480656758	1
GO:0016405	0.00121467491343395	0.999944506560697	3	25	CoA-ligase activity	MF	0.259639480656758	1
GO:0060612	0.00122039708886843	0.99989735689108	4	64	adipose tissue development	BP	0.259639480656758	1
GO:0032868	0.00124546064009137	0.99970695261832	9	349	response to insulin	BP	0.26254081768238	1
GO:0007568	0.00134237223696053	0.999680578388033	9	362	aging	BP	0.279633706196917	1
GO:0006690	0.00135088746955032	0.999833126687504	5	120	icosanoid metabolic process	BP	0.279633706196917	1
GO:0033559	0.00137598240532142	0.999829420545274	5	117	unsaturated fatty acid metabolic process	BP	0.282285247563127	1
GO:0001678	0.00144610472277166	0.999726301993141	7	232	cellular glucose homeostasis	BP	0.294045559425879	1
GO:0120188	0.00151932871441378	0.999977522197518	2	8	regulation of bile acid secretion	BP	0.306224700623555	1
GO:0008172	0.00153369751574618	0.999976549826309	2	9	S-methyltransferase activity	MF	0.306432763646087	1
GO:0016093	0.0015608575470785	0.999976588840084	2	8	polyprenol metabolic process	BP	0.307796797514532	1
GO:0019318	0.00157160595127113	0.999698173807187	7	233	hexose metabolic process	BP	0.307796797514532	1
GO:1900078	0.00158071210805217	0.999919646429005	3	30	positive regulation of cellular response to insulin stimulus	BP	0.307796797514532	1
GO:0015721	0.00161692587202238	0.999916957464697	3	31	bile acid and bile salt transport	BP	0.30869359663255	1
GO:0016863	0.00161754074375214	0.999973581127285	2	11	intramolecular oxidoreductase activity, transposing C=C bonds	MF	0.30869359663255	1
GO:1900222	0.00162562236987155	0.999975107776395	2	8	negative regulation of amyloid-beta clearance	BP	0.30869359663255	1
GO:0016878	0.00164900119227542	0.999915365786716	3	28	acid-thiol ligase activity	MF	0.31056639667961	1
GO:0019216	0.00167016735748675	0.999589530193922	9	380	regulation of lipid metabolic process	BP	0.311995409536365	1
GO:0098869	0.00170250456214976	0.999841522549509	4	89	cellular oxidant detoxification	BP	0.315471349391251	1
GO:0008509	0.00173359955309846	0.999614405352026	8	277	anion transmembrane transporter activity	MF	0.318663335452347	1
GO:1904179	0.00180957975823263	0.999968708723046	2	11	positive regulation of adipose tissue development	BP	0.329989794483422	1
GO:2000510	0.00189239710725623	0.999967093625797	2	10	positive regulation of dendritic cell chemotaxis	BP	0.34222217316327	1
GO:0005789	0.00190644723701522	0.999322361647174	15	885	endoplasmic reticulum membrane	CC	0.34222217316327	1
GO:0000166	0.00195213489257817	0.999098054302475	27	1939	nucleotide binding	MF	0.345032334052066	1
GO:1901265	0.00195213489257817	0.999098054302475	27	1939	nucleoside phosphate binding	MF	0.345032334052066	1
GO:0055085	0.00207259679155993	0.999108446915294	22	1537	transmembrane transport	BP	0.361769148579994	1
GO:0015318	0.00208266409154986	0.999312909297004	13	662	inorganic molecular entity transmembrane transporter activity	MF	0.361769148579994	1
GO:0015718	0.00211744955082957	0.999710109205149	5	123	monocarboxylic acid transport	BP	0.361769148579994	1
GO:0033993	0.00212090411484331	0.99914143640157	19	1343	response to lipid	BP	0.361769148579994	1
GO:0098827	0.00212555316439479	0.99923574327349	15	894	endoplasmic reticulum subcompartment	CC	0.361769148579994	1
GO:0015370	0.00218359908966224	0.999784348825668	4	67	solute:sodium symporter activity	MF	0.364704121616251	1
GO:0034214	0.00218842146077268	0.999959897367108	2	9	protein hexamerization	BP	0.364704121616251	1
GO:0009925	0.00219041514484235	0.99949397805624	8	287	basal plasma membrane	CC	0.364704121616251	1
GO:0032052	0.00222685443057433	0.999956596875768	2	12	bile acid binding	MF	0.368103843534579	1
GO:0005996	0.00224458091464224	0.999540567008416	7	249	monosaccharide metabolic process	BP	0.368383826255247	1
GO:0030300	0.00229017796876234	0.999955348342659	2	11	regulation of intestinal cholesterol absorption	BP	0.373201554526613	1
GO:0043295	0.00246437659935101	0.99994832643343	2	14	glutathione binding	MF	0.398760430445691	1
GO:0042175	0.00255696264483872	0.999062334823601	15	911	nuclear outer membrane-endoplasmic reticulum membrane network	CC	0.410848466366847	1
GO:0015698	0.00258443772277669	0.999538903650501	6	170	inorganic anion transport	BP	0.412379344140556	1
GO:0009055	0.00269859502689917	0.999829205715302	3	54	electron transfer activity	MF	0.423869104960267	1
GO:0090407	0.00270080488455112	0.999227349830805	10	481	organophosphate biosynthetic process	BP	0.423869104960267	1
GO:0032689	0.00271178824168339	0.999829931293664	3	42	negative regulation of interferon-gamma production	BP	0.423869104960267	1
GO:0015291	0.00274250016839559	0.999418926063828	7	229	secondary active transmembrane transporter activity	MF	0.425773151143416	1
GO:0046890	0.00281375529699906	0.99948806434823	6	198	regulation of lipid biosynthetic process	BP	0.431132428465735	1
GO:0006811	0.00281935969161196	0.998755002738	22	1580	ion transport	BP	0.431132428465735	1
GO:0031588	0.00283763645324232	0.999939323534235	2	10	nucleotide-activated protein kinase complex	CC	0.431132428465735	1
GO:0030593	0.00285207508059328	0.999693375098362	4	97	neutrophil chemotaxis	BP	0.431132428465735	1
GO:2000508	0.00292689015371195	0.999934407552521	2	12	regulation of dendritic cell chemotaxis	BP	0.439550033083918	1
GO:1904729	0.00298108241893733	0.999931778453089	2	13	regulation of intestinal lipid absorption	BP	0.444781368441059	1
GO:0016860	0.00302074083952226	0.999802744879487	3	44	intramolecular oxidoreductase activity	MF	0.447790724320664	1
GO:1900750	0.00307209985626154	0.999927302625355	2	15	oligopeptide binding	MF	0.452069086323357	1
GO:0005436	0.00308895184544401	0.999929825971008	2	11	sodium:phosphate symporter activity	MF	0.452069086323357	1
GO:0048878	0.00316931784704435	0.998734082608169	17	1116	chemical homeostasis	BP	0.458406593912173	1
GO:1990637	0.00318580399096335	0.999926472731102	2	11	response to prolactin	BP	0.458406593912173	1
GO:0008286	0.00320499867603152	0.999516608001201	5	130	insulin receptor signaling pathway	BP	0.458406593912173	1
GO:1990748	0.00321205821560081	0.999642591144448	4	103	cellular detoxification	BP	0.458406593912173	1
GO:0030522	0.00325082338247337	0.999289036495579	7	249	intracellular receptor signaling pathway	BP	0.460657927515468	1
GO:0098800	0.00326793063433091	0.999632939109451	4	129	inner mitochondrial membrane protein complex	CC	0.460657927515468	1
GO:0009636	0.00338329182132717	0.999253298633576	7	291	response to toxic substance	BP	0.474011562064844	1
GO:0045178	0.00345159761858371	0.99914064799817	8	310	basal part of cell	CC	0.47772368115445	1
GO:0016717	0.00346308461163121	0.999914429014796	2	13	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	MF	0.47772368115445	1
GO:0046626	0.00348484577904138	0.999605547969087	4	83	regulation of insulin receptor signaling pathway	BP	0.47772368115445	1
GO:0019646	0.00349295288479556	0.999756617359212	3	62	aerobic electron transport chain	BP	0.47772368115445	1
GO:0036094	0.00351540387876071	0.998262943654997	29	2259	small molecule binding	MF	0.477949319066775	1
GO:0006094	0.00365235571787225	0.999580855746869	4	85	gluconeogenesis	BP	0.493648101938533	1
GO:1900076	0.0037803694090284	0.999562268277682	4	83	regulation of cellular response to insulin stimulus	BP	0.507962268486816	1
GO:0016877	0.00380750670837112	0.999732065552289	3	38	ligase activity, forming carbon-sulfur bonds	MF	0.508634195571181	1
GO:0003908	0.00384231454104844	1	1	1	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF	0.508760581289394	1
GO:0006119	0.00385273713471535	0.999547420286286	4	122	oxidative phosphorylation	BP	0.508760581289394	1
GO:0009058	0.00389925390403946	0.997812371471176	51	5160	biosynthetic process	BP	0.509706992473782	1
GO:0006109	0.00390427082192565	0.999240779526474	6	202	regulation of carbohydrate metabolic process	BP	0.509706992473782	1
GO:0009267	0.00401445281356271	0.999215453621975	6	193	cellular response to starvation	BP	0.51597919224597	1
GO:0071333	0.00403521101675188	0.999209476109129	6	212	cellular response to glucose stimulus	BP	0.51597919224597	1
GO:0006633	0.00403570118920376	0.999355834821458	5	151	fatty acid biosynthetic process	BP	0.51597919224597	1
GO:0007565	0.00404214016643925	0.999078786382351	7	287	female pregnancy	BP	0.51597919224597	1
GO:0019319	0.00413049625446037	0.999508928243723	4	88	hexose biosynthetic process	BP	0.521153602341473	1
GO:0010817	0.00414439535787435	0.998657831596962	11	591	regulation of hormone levels	BP	0.521153602341473	1
GO:0032782	0.00421187464556647	0.999883809867267	2	14	bile acid secretion	BP	0.521153602341473	1
GO:0016824	0.00426067593002417	1	1	1	hydrolase activity, acting on acid halide bonds	MF	0.521153602341473	1
GO:0018900	0.00426067593002417	1	1	1	dichloromethane metabolic process	BP	0.521153602341473	1
GO:0019120	0.00426067593002417	1	1	1	hydrolase activity, acting on acid halide bonds, in C-halide compounds	MF	0.521153602341473	1
GO:0047651	0.00426067593002417	1	1	1	alkylhalidase activity	MF	0.521153602341473	1
GO:0071331	0.00426412835619084	0.999155055846726	6	214	cellular response to hexose stimulus	BP	0.521153602341473	1
GO:0006805	0.00433464584523679	0.999476884557831	4	93	xenobiotic metabolic process	BP	0.526969087756644	1
GO:0046326	0.00439070864227847	0.999671838614443	3	46	positive regulation of glucose import	BP	0.530180048238197	1
GO:0044237	0.00444099869938584	0.99748478170897	77	8683	cellular metabolic process	BP	0.530180048238197	1
GO:0098803	0.00446717610795897	0.999658127733086	3	77	respiratory chain complex	CC	0.530180048238197	1
GO:1901576	0.00447013960505204	0.997477227722277	50	5064	organic substance biosynthetic process	BP	0.530180048238197	1
GO:0042592	0.00447642988023721	0.997908304202828	23	1774	homeostatic process	BP	0.530180048238197	1
GO:0071326	0.00463525287306269	0.999065507400443	6	217	cellular response to monosaccharide stimulus	BP	0.544654864554265	1
GO:0016323	0.00464605272457831	0.998915347072879	7	256	basolateral plasma membrane	CC	0.544654864554265	1
GO:0005746	0.00470948231129297	0.999632483094077	3	79	mitochondrial respirasome	CC	0.549288198307505	1
GO:0008152	0.00482026402043023	0.997349699804743	87	10265	metabolic process	BP	0.559369729279927	1
GO:0120254	0.00485169460935018	0.999191317067836	5	151	olefinic compound metabolic process	BP	0.560187874568035	1
GO:0006692	0.00494852886478737	0.999611736764468	3	53	prostanoid metabolic process	BP	0.562381136044525	1
GO:0006693	0.00494852886478737	0.999611736764468	3	53	prostaglandin metabolic process	BP	0.562381136044525	1
GO:0032372	0.0049685934028393	0.999841938943866	2	27	negative regulation of sterol transport	BP	0.562381136044525	1
GO:0032375	0.0049685934028393	0.999841938943866	2	27	negative regulation of cholesterol transport	BP	0.562381136044525	1
GO:0046364	0.00513661549840182	0.999349601327987	4	94	monosaccharide biosynthetic process	BP	0.567467397141186	1
GO:0006709	0.00513701608588444	1	1	1	progesterone catabolic process	BP	0.567467397141186	1
GO:0008208	0.00513701608588444	1	1	1	C21-steroid hormone catabolic process	BP	0.567467397141186	1
GO:0035410	0.00513701608588444	1	1	1	dihydrotestosterone 17-beta-dehydrogenase activity	MF	0.567467397141186	1
GO:0045703	0.00513701608588444	1	1	1	ketoreductase activity	MF	0.567467397141186	1
GO:0097237	0.00527039309378297	0.999324750099443	4	115	cellular response to toxic substance	BP	0.579415416822255	1
GO:0070542	0.00533500732662782	0.999316687753953	4	97	response to fatty acid	BP	0.581016988394889	1
GO:0032736	0.00535283905246146	0.999832954787595	2	14	positive regulation of interleukin-13 production	BP	0.581016988394889	1
GO:1904177	0.00537116730729133	0.999828405138643	2	17	regulation of adipose tissue development	BP	0.581016988394889	1
GO:0031984	0.00538610865335384	0.997728736447895	17	1167	organelle subcompartment	CC	0.581016988394889	1
GO:0009743	0.00546030182363799	0.998530130552011	8	371	response to carbohydrate	BP	0.586268014026776	1
GO:0010988	0.0054861890506406	0.999818826126027	2	22	regulation of low-density lipoprotein particle clearance	BP	0.586307747984043	1
GO:0060644	0.0055428549968184	0.999821147080468	2	16	mammary gland epithelial cell differentiation	BP	0.586942582298613	1
GO:0097306	0.00556582818164523	0.999038560575138	5	185	cellular response to alcohol	BP	0.586942582298613	1
GO:0042775	0.00557955968129897	0.999538265789901	3	73	mitochondrial ATP synthesis coupled electron transport	BP	0.586942582298613	1
GO:0005743	0.00559430846165279	0.998643887498455	7	353	mitochondrial inner membrane	CC	0.586942582298613	1
GO:0010269	0.0056997494995998	0.999809461413666	2	20	response to selenium ion	BP	0.59338608886081	1
GO:1904478	0.00570737370580316	0.999810831450685	2	18	regulation of intestinal absorption	BP	0.59338608886081	1
GO:0008654	0.00578728733609666	0.998778984200034	6	212	phospholipid biosynthetic process	BP	0.598984239286005	1
GO:0042773	0.00581585117383507	0.999511137257987	3	75	ATP synthesis coupled electron transport	BP	0.599241311305867	1
GO:0070469	0.00605226284868857	0.999482344861935	3	85	respirasome	CC	0.617482575266598	1
GO:0009749	0.00612017350297179	0.998493716268465	7	303	response to glucose	BP	0.617482575266598	1
GO:0015103	0.00614397657842823	0.998918109011663	5	142	inorganic anion transmembrane transporter activity	MF	0.617482575266598	1
GO:0042180	0.00622293353651845	0.998665271207625	6	236	cellular ketone metabolic process	BP	0.617482575266598	1
GO:0005326	0.00625191229797542	0.999786869664666	2	15	neurotransmitter transmembrane transporter activity	MF	0.617482575266598	1
GO:0019637	0.00632169829774528	0.99752350657177	14	904	organophosphate metabolic process	BP	0.617482575266598	1
GO:0055089	0.00635225642827016	0.999778719439856	2	17	fatty acid homeostasis	BP	0.617482575266598	1
GO:0044703	0.00638897291100737	0.998414557022128	7	310	multi-organism reproductive process	BP	0.617482575266598	1
GO:0071322	0.00648227581829743	0.998598070377612	6	232	cellular response to carbohydrate stimulus	BP	0.617482575266598	1
GO:0016920	0.00650513525823931	1	1	1	pyroglutamyl-peptidase activity	MF	0.617482575266598	1
GO:0008116	0.00656525496307384	1	1	1	prostaglandin-I synthase activity	MF	0.617482575266598	1
GO:0006790	0.00658698310698093	0.998356143416887	7	309	sulfur compound metabolic process	BP	0.617482575266598	1
GO:0055093	0.00659707083651803	0.999426427064339	3	52	response to hyperoxia	BP	0.617482575266598	1
GO:0050660	0.0066427838529786	0.999095046445997	4	95	flavin adenine dinucleotide binding	MF	0.617482575266598	1
GO:0006098	0.00666791076622118	0.999763309177177	2	16	pentose-phosphate shunt	BP	0.617482575266598	1
GO:0071241	0.00668902218542855	0.998325295221165	7	320	cellular response to inorganic substance	BP	0.617482575266598	1
GO:0016021	0.00683485502166498	0.996094410701271	45	4527	integral component of membrane	CC	0.617482575266598	1
GO:0010828	0.00686574747858257	0.999393537823182	3	54	positive regulation of glucose transmembrane transport	BP	0.617482575266598	1
GO:1900221	0.00687875990831136	0.999750311195029	2	17	regulation of amyloid-beta clearance	BP	0.617482575266598	1
GO:0071266	0.0070061437775814	1	1	1	'de novo' L-methionine biosynthetic process	BP	0.617482575266598	1
GO:1905396	0.00701610546178267	1	1	1	cellular response to flavonoid	BP	0.617482575266598	1
GO:0031224	0.00709245764206735	0.995924143696634	46	4667	intrinsic component of membrane	CC	0.617482575266598	1
GO:0004458	0.0072551727183381	1	1	1	D-lactate dehydrogenase (cytochrome) activity	MF	0.617482575266598	1
GO:0008720	0.0072551727183381	1	1	1	D-lactate dehydrogenase activity	MF	0.617482575266598	1
GO:0016898	0.0072551727183381	1	1	1	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor	MF	0.617482575266598	1
GO:1903457	0.0072551727183381	1	1	1	lactate catabolic process	BP	0.617482575266598	1
GO:0043540	0.00727617280523593	1	1	1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	CC	0.617482575266598	1
GO:0030299	0.00731785398832577	0.999724222054515	2	18	intestinal cholesterol absorption	BP	0.617482575266598	1
GO:0032559	0.00738265562037565	0.996568530326662	20	1379	adenyl ribonucleotide binding	MF	0.617482575266598	1
GO:0070069	0.00740039842955346	0.99970870074509	2	31	cytochrome complex	CC	0.617482575266598	1
GO:0062184	0.00754811270299121	1	1	1	testosterone 16-beta-hydroxylase activity	MF	0.617482575266598	1
GO:0045833	0.00757246606218644	0.998925126166432	4	112	negative regulation of lipid metabolic process	BP	0.617482575266598	1
GO:0046943	0.00758437639789424	0.998593165689368	5	155	carboxylic acid transmembrane transporter activity	MF	0.617482575266598	1
GO:0071621	0.00758757786691159	0.998920562584521	4	122	granulocyte chemotaxis	BP	0.617482575266598	1
